"idx","cond_no","cons","eng","pos","syl","vow","place","manner","context","lex","ph","asp","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","key_resp_4.keys","key_resp_4.rt","key_resp_7.keys","key_resp_7.rt","date","frameRate","expName","participant"
86,5,"ʰp","chamber pot","n","cvcc","o","labial","stop","cc","kopp","kʰoʰp","yes",0,28,28,4,"space",1.7033779621,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
87,5,"ʰp","chamber pot","n","cvcc","o","labial","stop","cc","kopp","kʰoʰp","yes",0,28,28,4,"space",1.9206809998,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
88,26,"kk","barrel","n","cvccv","a","velar","stop","ccv","kagga","kʰakka","no",0,29,29,35,"space",2.4374811649,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
89,26,"kk","barrel","n","cvccv","a","velar","stop","ccv","kagga","kʰakka","no",0,29,29,35,"space",1.9540019035,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
90,26,"kk","barrel","n","cvccv","a","velar","stop","ccv","kagga","kʰakka","no",0,29,29,35,"space",1.8359911442,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
91,19,"s","sediment","n","cvcc","e","coronal","stop","cc","sets","sess","no",0,30,30,16,"space",2.7356588841,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
92,19,"s","sediment","n","cvcc","e","coronal","stop","cc","sets","sess","no",0,30,30,16,"space",2.1191911697,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
93,19,"s","sediment","n","cvcc","e","coronal","stop","cc","sets","sess","no",0,30,30,16,"space",1.7527730465,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
94,14,"tt","sharpen","v","vcc","ɪ","coronal","stop","cc","ydd","ɪtt","no",0,31,31,11,"space",2.0196881294,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
95,14,"tt","sharpen","v","vcc","ɪ","coronal","stop","cc","ydd","ɪtt","no",0,31,31,11,"space",1.4692380428,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
96,14,"tt","sharpen","v","vcc","ɪ","coronal","stop","cc","ydd","ɪtt","no",0,31,31,11,"space",2.2364559174,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
97,25,"ʰk","key","n","cvccv","a","velar","stop","ccv","takka","tʰaʰka","yes",0,32,32,34,"space",2.4013118744,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
98,25,"ʰk","key","n","cvccv","a","velar","stop","ccv","takka","tʰaʰka","yes",0,32,32,34,"space",2.1530311108,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
99,25,"ʰk","key","n","cvccv","a","velar","stop","ccv","takka","tʰaʰka","yes",0,32,32,34,"space",1.8702368736,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
100,53,"p","avenge","v","cvccv","e","labial","stop","ccv","hefna","hepna","no",0,33,33,51,"space",2.8698608875,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
101,53,"p","avenge","v","cvccv","e","labial","stop","ccv","hefna","hepna","no",0,33,33,51,"space",2.1696848869,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
102,53,"p","avenge","v","cvccv","e","labial","stop","ccv","hefna","hepna","no",0,33,33,51,"space",1.9196650982,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
103,15,"ʰt","point","n","vvcc","ou","coronal","stop","cc","ótt","ouʰt","yes",0,34,34,12,"space",2.3197200298,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
104,15,"ʰt","point","n","vvcc","ou","coronal","stop","cc","ótt","ouʰt","yes",0,34,34,12,"space",1.7362558842,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
105,15,"ʰt","point","n","vvcc","ou","coronal","stop","cc","ótt","ouʰt","yes",0,34,34,12,"space",1.8537988663,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
106,34,"m","comb","v","cvccv","e","labial","nasal","cc","kembdi","kemti","no",0,35,35,27,"space",2.2696900368,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
107,34,"m","comb","v","cvccv","e","labial","nasal","cc","kembdi","kemti","no",0,35,35,27,"space",1.7202351093,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
108,34,"m","comb","v","cvccv","e","labial","nasal","cc","kembdi","kemti","no",0,35,35,27,"space",2.1199171543,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
109,2,"kk","beak","n","cvcc","o","velar","stop","cc","gogg","kokk","no",0,36,36,1,"space",2.220705986,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
110,2,"kk","beak","n","cvcc","o","velar","stop","cc","gogg","kokk","no",0,36,36,1,"space",2.1698410511,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
111,2,"kk","beak","n","cvcc","o","velar","stop","cc","gogg","kokk","no",0,36,36,1,"space",2.1201500893,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
112,33,"m̥","comb","v","cvcc","e","labial","nasal","cc","kembt","kem̥t","yes",0,37,37,26,"space",2.9701769352,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
113,33,"m̥","comb","v","cvcc","e","labial","nasal","cc","kembt","kem̥t","yes",0,37,37,26,"space",2.1695151329,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
114,33,"m̥","comb","v","cvcc","e","labial","nasal","cc","kembt","kem̥t","yes",0,37,37,26,"space",1.7539901733,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
115,38,"m","comb","v","cvncv","e","labial","nasal","ccv","kemba","kʰempa","no",0,38,38,41,"space",2.0531179905,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
116,38,"m","comb","v","cvncv","e","labial","nasal","ccv","kemba","kʰempa","no",0,38,38,41,"space",1.7538888454,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
117,38,"m","comb","v","cvncv","e","labial","nasal","ccv","kemba","kʰempa","no",0,38,38,41,"space",1.8356189728,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
118,48,"l","castrate","v","cvlcv","e","coronal","lateral","ccv","gelda","kelta","no",0,39,39,46,"space",2.2530298233,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
119,48,"l","castrate","v","cvlcv","e","coronal","lateral","ccv","gelda","kelta","no",0,39,39,46,"space",1.7866048813,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
120,48,"l","castrate","v","cvlcv","e","coronal","lateral","ccv","gelda","kelta","no",0,39,39,46,"space",2.3198730946,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
121,16,"tt","fast","adv","vcc","o","coronal","stop","cc","odd","ott","no",0,40,40,13,"space",1.8187141419,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
122,16,"tt","fast","adv","vcc","o","coronal","stop","cc","odd","ott","no",0,40,40,13,"space",1.8695378304,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
123,16,"tt","fast","adv","vcc","o","coronal","stop","cc","odd","ott","no",0,40,40,13,"space",1.919878006,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
124,18,"ʰt","sweet","adj","cvvcc","ai","coronal","stop","cc","sætt","saiʰt","yes",0,41,41,15,"space",3.0711569786,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
125,18,"ʰt","sweet","adj","cvvcc","ai","coronal","stop","cc","sætt","saiʰt","yes",0,41,41,15,"space",1.6528809071,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
126,18,"ʰt","sweet","adj","cvvcc","ai","coronal","stop","cc","sætt","saiʰt","yes",0,41,41,15,"space",2.2030351162,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
127,11,"ʰt","feed","v","cvcc","ai","coronal","stop","cc","fætt","faiʰt","yes",0,42,42,9,"space",2.0199790001,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
128,11,"ʰt","feed","v","cvcc","ai","coronal","stop","cc","fætt","faiʰt","yes",0,42,42,9,"space",2.0363330841,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
129,11,"ʰt","feed","v","cvcc","ai","coronal","stop","cc","fætt","faiʰt","yes",0,42,42,9,"space",1.9863710403,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
130,60,"ʰp","tiptoe","v","cvccv","ɪ","labial","stop","ccv","tipla","tɪʰpla","yes",0,43,43,58,"space",2.3531329632,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
131,60,"ʰp","tiptoe","v","cvccv","ɪ","labial","stop","ccv","tipla","tɪʰpla","yes",0,43,43,58,"space",1.9704802036,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
132,60,"ʰp","tiptoe","v","cvccv","ɪ","labial","stop","ccv","tipla","tɪʰpla","yes",0,43,43,58,"space",2.1204378605,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
133,57,"p","part","n","cvccv","a","labial","stop","ccv","kafli","kapli","no",0,44,44,55,"space",2.086329937,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
134,57,"p","part","n","cvccv","a","labial","stop","ccv","kafli","kapli","no",0,44,44,55,"space",1.7359228134,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
135,57,"p","part","n","cvccv","a","labial","stop","ccv","kafli","kapli","no",0,44,44,55,"space",1.8862979412,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
136,47,"l̥","bark","v","cvlcv","e","coronal","lateral","ccv","gelta","kel̥ta","yes",0,45,45,59,"space",2.1197578907,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
137,47,"l̥","bark","v","cvlcv","e","coronal","lateral","ccv","gelta","kel̥ta","yes",0,45,45,59,"space",1.8861839771,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
138,47,"l̥","bark","v","cvlcv","e","coronal","lateral","ccv","gelta","kel̥ta","yes",0,45,45,59,"space",2.0029380322,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
139,44,"nn","cheek","n","cvcc","i","coronal","nasal","cc","kinn","kʰɪnn","no",0,46,46,29,"space",1.9363660812,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
140,44,"nn","cheek","n","cvcc","i","coronal","nasal","cc","kinn","kʰɪnn","no",0,46,46,29,"space",2.1862359047,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
141,44,"nn","cheek","n","cvcc","i","coronal","nasal","cc","kinn","kʰɪnn","no",0,46,46,29,"space",1.9530220032,,,"2016_May_31_1427",59.9736329605,"icelandic","brs02"
