"idx","cond_no","cons","eng","pos","syl","vow","place","manner","context","lex","ph","asp","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","key_resp_4.keys","key_resp_4.rt","key_resp_7.keys","key_resp_7.rt","date","frameRate","expName","participant"
142,52,"l","foam","v","vvccv","iu","coronal","lateral","ccv","ólga","oulka","no",0,47,47,50,"space",4.1216039658,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
143,52,"l","foam","v","vvccv","iu","coronal","lateral","ccv","ólga","oulka","no",0,47,47,50,"space",3.204102993,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
144,52,"l","foam","v","vvccv","iu","coronal","lateral","ccv","ólga","oulka","no",0,47,47,50,"space",2.9033930302,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
145,26,"kk","barrel","n","cvccv","a","velar","stop","ccv","kagga","kʰakka","no",0,48,48,35,"space",4.787599802,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
146,26,"kk","barrel","n","cvccv","a","velar","stop","ccv","kagga","kʰakka","no",0,48,48,35,"space",2.8368420601,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
147,26,"kk","barrel","n","cvccv","a","velar","stop","ccv","kagga","kʰakka","no",0,48,48,35,"space",2.0530631542,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
148,24,"ʰt","wet","adj","cvvcc","o","coronal","stop","cc","vott","voʰt","yes",0,49,49,21,"space",3.0700891018,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
149,24,"ʰt","wet","adj","cvvcc","o","coronal","stop","cc","vott","voʰt","yes",0,49,49,21,"space",4.0873470306,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
150,24,"ʰt","wet","adj","cvvcc","o","coronal","stop","cc","vott","voʰt","yes",0,49,49,21,"space",3.5370571613,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
151,54,"ʰp","arm","v","cvccv","o","labial","stop","ccv","vopna","voʰpna","yes",0,50,50,52,"space",4.0706670284,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
152,54,"ʰp","arm","v","cvccv","o","labial","stop","ccv","vopna","voʰpna","yes",0,50,50,52,"space",3.7373070717,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
153,54,"ʰp","arm","v","cvccv","o","labial","stop","ccv","vopna","voʰpna","yes",0,50,50,52,"space",3.1200909615,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
154,15,"ʰt","point","n","vvcc","ou","coronal","stop","cc","ótt","ouʰt","yes",0,51,51,12,"space",4.3872599602,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
155,15,"ʰt","point","n","vvcc","ou","coronal","stop","cc","ótt","ouʰt","yes",0,51,51,12,"space",1.869631052,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
156,15,"ʰt","point","n","vvcc","ou","coronal","stop","cc","ótt","ouʰt","yes",0,51,51,12,"space",3.9203410149,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
157,28,"tt","pike","n","cvccv","e","coronal","stop","ccv","gedda","ketta","no",0,52,52,37,"space",4.3539710045,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
158,28,"tt","pike","n","cvccv","e","coronal","stop","ccv","gedda","ketta","no",0,52,52,37,"space",4.1544539928,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
159,28,"tt","pike","n","cvccv","e","coronal","stop","ccv","gedda","ketta","no",0,52,52,37,"space",3.0201718807,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
160,32,"n","pound","n","cvnc","ʏ","coronal","nasal","cc","pund","pʰʏnt","no",0,53,53,25,"space",4.6543211937,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
161,32,"n","pound","n","cvnc","ʏ","coronal","nasal","cc","pund","pʰʏnt","no",0,53,53,25,"space",3.9038200378,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
162,32,"n","pound","n","cvnc","ʏ","coronal","nasal","cc","pund","pʰʏnt","no",0,53,53,25,"space",2.2362480164,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
163,11,"ʰt","feed","v","cvcc","ai","coronal","stop","cc","fætt","faiʰt","yes",0,54,54,9,"space",3.9371957779,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
164,11,"ʰt","feed","v","cvcc","ai","coronal","stop","cc","fætt","faiʰt","yes",0,54,54,9,"space",3.0042381287,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
165,11,"ʰt","feed","v","cvcc","ai","coronal","stop","cc","fætt","faiʰt","yes",0,54,54,9,"space",3.0534579754,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
166,30,"m","comb","n","cvnc","a","labial","nasal","cc","kamb","kʰamp","no",0,55,55,23,"space",5.0878019333,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
167,30,"m","comb","n","cvnc","a","labial","nasal","cc","kamb","kʰamp","no",0,55,55,23,"space",2.1014170647,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
168,30,"m","comb","n","cvnc","a","labial","nasal","cc","kamb","kʰamp","no",0,55,55,23,"space",2.9365949631,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
169,46,"l̥","reticent","agg","cvlc","ʏ","coronal","lateral","cc","dult","tʏl̥t","yes",0,56,56,31,"space",3.9704699516,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
170,46,"l̥","reticent","agg","cvlc","ʏ","coronal","lateral","cc","dult","tʏl̥t","yes",0,56,56,31,"space",2.2697520256,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
171,46,"l̥","reticent","agg","cvlc","ʏ","coronal","lateral","cc","dult","tʏl̥t","yes",0,56,56,31,"space",3.2376990318,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
172,57,"p","part","n","cvccv","a","labial","stop","ccv","kafli","kapli","no",0,57,57,55,"space",4.6707708836,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
173,57,"p","part","n","cvccv","a","labial","stop","ccv","kafli","kapli","no",0,57,57,55,"space",2.9367539883,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
174,57,"p","part","n","cvccv","a","labial","stop","ccv","kafli","kapli","no",0,57,57,55,"space",4.5708529949,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
175,60,"ʰp","tiptoe","v","cvccv","ɪ","labial","stop","ccv","tipla","tɪʰpla","yes",0,58,58,58,"space",3.787815094,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
176,60,"ʰp","tiptoe","v","cvccv","ɪ","labial","stop","ccv","tipla","tɪʰpla","yes",0,58,58,58,"space",3.1702520847,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
177,60,"ʰp","tiptoe","v","cvccv","ɪ","labial","stop","ccv","tipla","tɪʰpla","yes",0,58,58,58,"space",3.6205558777,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
178,33,"m̥","comb","v","cvcc","e","labial","nasal","cc","kembt","kem̥t","yes",0,59,59,26,"space",4.7041141987,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
179,33,"m̥","comb","v","cvcc","e","labial","nasal","cc","kembt","kem̥t","yes",0,59,59,26,"space",2.1698668003,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
180,33,"m̥","comb","v","cvcc","e","labial","nasal","cc","kembt","kem̥t","yes",0,59,59,26,"space",2.8366699219,,,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
,,,,,,,,,,,,,,,,,,,"space",3.6202909946,"2016_May_31_1458",59.7782351164,"icelandic","bte03"
