"idx","cond_no","cons","eng","pos","syl","vow","place","manner","context","lex","ph","asp","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","key_resp_4.keys","key_resp_4.rt","key_resp_7.keys","key_resp_7.rt","date","frameRate","expName","participant"
133,5,"ʰp","chamber pot","n","cvcc","o","labial","stop","cc","kopp","kʰoʰp","yes",0,44,44,4,"space",2.303044796,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
134,5,"ʰp","chamber pot","n","cvcc","o","labial","stop","cc","kopp","kʰoʰp","yes",0,44,44,4,"space",1.5693969727,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
135,5,"ʰp","chamber pot","n","cvcc","o","labial","stop","cc","kopp","kʰoʰp","yes",0,44,44,4,"space",2.1362760067,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
136,17,"s","sweet","adj","cvvcc","ai","coronal","stop","cc","sæts","saiss","no",0,45,45,14,"space",2.8700721264,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
137,17,"s","sweet","adj","cvvcc","ai","coronal","stop","cc","sæts","saiss","no",0,45,45,14,"space",2.5041730404,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
138,17,"s","sweet","adj","cvvcc","ai","coronal","stop","cc","sæts","saiss","no",0,45,45,14,"space",1.9530248642,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
139,52,"l","foam","v","vvccv","iu","coronal","lateral","ccv","ólga","oulka","no",0,46,46,50,"space",1.8529992104,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
140,52,"l","foam","v","vvccv","iu","coronal","lateral","ccv","ólga","oulka","no",0,46,46,50,"space",1.7512440682,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
141,52,"l","foam","v","vvccv","iu","coronal","lateral","ccv","ólga","oulka","no",0,46,46,50,"space",1.2024831772,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
142,35,"m̥","moustache","n","cvncv","a","labial","nasal","ccv","kampa","kʰam̥pa","yes",0,47,47,38,"space",3.3362419605,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
143,35,"m̥","moustache","n","cvncv","a","labial","nasal","ccv","kampa","kʰam̥pa","yes",0,47,47,38,"space",1.6363689899,,,"2016_May_31_1526",59.9078451593,"icelandic","jj04"
