"idx","cond_no","cons","eng","pos","syl","vow","place","manner","context","lex","ph","asp","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","key_resp_4.keys","key_resp_4.rt","key_resp_7.keys","key_resp_7.rt","date","frameRate","expName","participant"
157,52,"l","foam","v","vvccv","iu","coronal","lateral","ccv","ólga","oulka","no",0,52,52,48,"space",1.83624506,,,"2016_Jun_13_1116",59.9836680057,"icelandic","shg05"
158,52,"l","foam","v","vvccv","iu","coronal","lateral","ccv","ólga","oulka","no",0,52,52,48,"space",1.719438076,,,"2016_Jun_13_1116",59.9836680057,"icelandic","shg05"
159,52,"l","foam","v","vvccv","iu","coronal","lateral","ccv","ólga","oulka","no",0,52,52,48,"space",1.786151886,,,"2016_Jun_13_1116",59.9836680057,"icelandic","shg05"
160,30,"m","comb","n","cvnc","a","labial","nasal","cc","kamb","kʰamp","no",0,53,53,21,"space",1.8679358959,,,"2016_Jun_13_1116",59.9836680057,"icelandic","shg05"
161,30,"m","comb","n","cvnc","a","labial","nasal","cc","kamb","kʰamp","no",0,53,53,21,"space",1.8346412182,,,"2016_Jun_13_1116",59.9836680057,"icelandic","shg05"
162,30,"m","comb","n","cvnc","a","labial","nasal","cc","kamb","kʰamp","no",0,53,53,21,"space",1.5027410984,,,"2016_Jun_13_1116",59.9836680057,"icelandic","shg05"
163,50,"r","scream","n","vrcv","o","coronal","rhotic","ccv","orga","orka","no",0,54,54,46,"space",1.9867920876,,,"2016_Jun_13_1116",59.9836680057,"icelandic","shg05"
164,50,"r","scream","n","vrcv","o","coronal","rhotic","ccv","orga","orka","no",0,54,54,46,"space",1.8864049912,,,"2016_Jun_13_1116",59.9836680057,"icelandic","shg05"
165,50,"r","scream","n","vrcv","o","coronal","rhotic","ccv","orga","orka","no",0,54,54,46,"space",1.6861109734,,,"2016_Jun_13_1116",59.9836680057,"icelandic","shg05"
166,9,"ʰt","thaw","v","cvcc","i","coronal","stop","cc","þítt","θiʰt","yes",0,55,55,8,"space",2.3029909134,,,"2016_Jun_13_1116",59.9836680057,"icelandic","shg05"
167,9,"ʰt","thaw","v","cvcc","i","coronal","stop","cc","þítt","θiʰt","yes",0,55,55,8,"space",1.9696660042,,,"2016_Jun_13_1116",59.9836680057,"icelandic","shg05"
168,9,"ʰt","thaw","v","cvcc","i","coronal","stop","cc","þítt","θiʰt","yes",0,55,55,8,"space",1.8362798691,,,"2016_Jun_13_1116",59.9836680057,"icelandic","shg05"
169,60,"ʰp","tiptoe","v","cvccv","ɪ","labial","stop","ccv","tipla","tɪʰpla","yes",0,56,56,56,"space",2.2530639172,,,"2016_Jun_13_1116",59.9836680057,"icelandic","shg05"
170,60,"ʰp","tiptoe","v","cvccv","ɪ","labial","stop","ccv","tipla","tɪʰpla","yes",0,56,56,56,"space",1.686054945,,,"2016_Jun_13_1116",59.9836680057,"icelandic","shg05"
171,60,"ʰp","tiptoe","v","cvccv","ɪ","labial","stop","ccv","tipla","tɪʰpla","yes",0,56,56,56,"space",1.6861219406,,,"2016_Jun_13_1116",59.9836680057,"icelandic","shg05"
172,19,"s","sediment","n","cvcc","e","coronal","stop","cc","sets","sess","no",0,57,57,14,"space",1.7695491314,,,"2016_Jun_13_1116",59.9836680057,"icelandic","shg05"
173,19,"s","sediment","n","cvcc","e","coronal","stop","cc","sets","sess","no",0,57,57,14,"space",1.8533549309,,,"2016_Jun_13_1116",59.9836680057,"icelandic","shg05"
174,19,"s","sediment","n","cvcc","e","coronal","stop","cc","sets","sess","no",0,57,57,14,"space",1.7033228874,,,"2016_Jun_13_1116",59.9836680057,"icelandic","shg05"
,,,,,,,,,,,,,,,,,,,"space",3.7203609943,"2016_Jun_13_1116",59.9836680057,"icelandic","shg05"
