speaker,idx,word,beg_word,end_word,dur_word,beg_voic,end_voic,dur_voic,beg_mann,end_mann,dur_mann,rels,dur_vowel,dur_cc,dur_clos,vor,voffr,mor
brs02,26,þíddi,103.84907745554362,104.30597151151514,'duration_word',103.95024990551777,104.02555555555557,75.3056500378051,,,,104.18599904908201,75.3056500378051,x,160.4434935264436,235.7491435642487,160.4434935264436,6074.558431168171
brs02,27,þíddi,106.60332455047747,107.0374629338915,'duration_word',106.698820861678,106.75986111111112,61.0402494331197,,,,106.91646038271425,61.0402494331197,x,156.59927160312748,217.63952103624717,156.59927160312748,8805.019764800405
brs02,28,vots,109.30098935226265,109.76269982993198,'duration_word',109.3637993197279,109.46308192842355,99.28260869564554,109.44587357347312,109.55881519274377,112.94161927064295,109.61537214885955,82.07425374521904,x,56.556956115784374,251.57282913164636,152.29022043600082,169.49857538642732
brs02,29,vots,111.95824437467296,112.39408998687195,'duration_word',112.01371481926105,112.10354371378182,89.82889452076392,112.08261140947609,112.20314285714286,120.53144766677804,112.24844104308391,68.89659021503292,x,45.29818594104995,234.7262238228609,144.89732930209698,165.829633607828
brs02,30,vots,114.37481267869467,114.81951754200645,'duration_word',114.44655812051597,114.52134467120182,74.78655068584317,114.5003314659197,114.61313237938855,112.80091346884547,114.6732307651743,53.77334540372658,x,60.09838578575,226.67264465832204,151.88609397247888,172.89929925459546
brs02,31,feitt,117.49479179550609,117.93192396686567,'duration_word',117.61777065865107,117.75247780028043,134.70714162936304,117.6898318795821,117.79572875127063,105.8968716885289,117.87652110587825,72.06122093103318,x,80.7923546076239,258.750447227186,124.04330559782295,186.6892262961528
brs02,32,feitt,120.2764769463341,120.67708338306085,'duration_word',120.39061350466113,120.54022505668935,149.61155202821885,120.47499728434289,120.57328117913833,98.28389479544342,120.6587657452191,84.38377968175814,x,85.48456608076549,268.15224055796705,118.5406885297482,183.7684608762089
brs02,33,feitt,123.11332142857144,123.51020990378133,'duration_word',123.22549395313682,123.39972675736962,174.2328042328012,123.29423385403545,123.39972675736962,105.4929033341665,123.47305005840721,68.73990089863469,x,73.32330103758977,247.55610527039096,73.32330103758977,178.81620437175627
brs02,34,ólga,126.05615495086924,126.46502525252527,'duration_word',126.05615495086924,126.21146636432351,155.31141345427102,126.15606868553874,126.21146636432351,55.39767878477164,126.31490136054423,99.91373466949938,x,103.43499622071306,258.7464096749841,103.43499622071306,158.8326750054847
brs02,35,ólga,129.02892604660912,129.4317593292461,'duration_word',129.02892604660912,129.1884341143865,159.5080677773808,129.11045845688702,129.1884341143865,77.97565749947921,129.2890306122449,81.53241027790159,x,100.59649785839042,260.1045656357712,100.59649785839042,178.57215535786963
brs02,36,ólga,131.980756770141,132.43964377148708,'duration_word',131.980756770141,132.20198099929627,221.2242291552684,132.1145670995671,132.20198099929627,87.41389972917091,132.29386810279667,133.8103294260975,x,91.88710350039742,313.1113326556658,91.88710350039742,179.30100322956832
brs02,37,pund,134.98007812257322,135.42532539682537,'duration_word',135.13654383975813,135.3442419825073,207.69814274916598,135.24124040441865,135.3442419825073,103.00157808865151,135.39978816087836,104.69656466051447,x,55.546178371059796,263.2443211202258,55.546178371059796,158.5477564597113
brs02,38,pund,137.77312698412698,138.18934013605443,'duration_word',137.91747484909456,138.0844496773068,166.97482821223275,138.01075033850472,138.0844496773068,73.69933880207213,138.1613083090379,93.27548941016062,x,76.85863173111329,243.83345994334604,76.85863173111329,150.55797053318543
brs02,39,pund,140.56948155019583,140.97680272108843,'duration_word',140.71645151393892,140.89806820163963,181.6166877007106,140.81030380859826,140.89806820163963,87.7643930413683,140.96113843618983,93.8522946593423,x,63.07023455019589,244.6869222509065,63.07023455019589,150.83462759156419
brs02,40,kamb,143.42808923569427,143.8291471403376,'duration_word',143.56269284321917,143.7498072562358,187.11441301664422,143.66110460577673,143.7498072562358,88.70265045908354,143.81600982615268,98.41176255756068,x,66.20256991686801,253.31698293351224,66.20256991686801,154.90522037595156
brs02,41,kamb,146.04858024691356,146.4989490668062,'duration_word',146.17564814814813,146.38252136752135,206.87321937322167,146.29765004960316,146.38252136752135,84.8713179181857,146.46965192743764,122.00190145503598,x,87.13055991628949,294.00377928951116,87.13055991628949,172.00187783447518
brs02,42,kamb,149.2727016520894,149.7368253968254,'duration_word',149.4119806912664,149.5903311851056,178.35049383921842,149.5050136542072,149.5903311851056,85.31753089840777,149.70196671201813,93.03296294081065,x,111.63552691252221,289.9860207517406,111.63552691252221,196.95305781092998
brs02,43,mjólka,152.15978991596637,152.7017125296234,'duration_word',152.3166248506571,152.3606058365375,43.98098588040966,152.33940476190475,152.46658730158728,127.18253968253634,152.54405000596728,22.779911247653217,x,77.4627043799967,227.42515531018626,183.4441694297766,204.64524406253304
brs02,44,mjólka,155.08273904695696,155.57168871252205,'duration_word',155.19129181929182,155.25820932539682,66.9175061049998,155.2399930426716,155.35235384008675,112.3607974151355,155.4366228612657,48.7012233797941,x,84.26902117895452,245.3310419738841,178.4135358688843,196.62981859409
brs02,45,mjólka,157.99748012093724,158.5037139392794,'duration_word',158.12669012049264,158.1998327664399,73.14264594725728,158.1750456182473,158.27807771593487,103.03209768756005,158.35426933736457,48.355497754670296,x,76.19162142970026,227.5792168719306,154.43657092467333,179.22371911726032
brs02,46,kamp,160.8644947845805,161.314406111651,'duration_word',161.03397581254723,161.14591134866646,111.93553611923335,161.1065176546809,161.23178004535146,125.26239067054235,161.2986126791142,72.5418421336883,x,66.8326337627434,264.63686656697405,152.7013304477407,192.09502443328574
brs02,47,kamp,163.53375283446712,163.96698079231692,'duration_word',163.6759787010042,163.81361375661376,137.63505560956446,163.7527532813612,163.86254497354497,109.79169218376228,163.9343499622071,76.77458035701079,x,71.80498866213725,258.3712612029103,120.73620559334586,181.59668084589953
brs02,48,kamp,166.2198974061169,166.6747859977324,'duration_word',166.34423668998116,166.46397087039944,119.73418041827699,166.44336626714178,166.56568027210884,122.31400496705191,166.63106670445956,99.12957716062465,x,65.38643235072072,286.8300144783973,167.0958340601203,187.70043731777264
brs02,49,punt,171.58841395817586,172.02809954648527,'duration_word',171.74190188513217,171.88204761904763,140.14573391546037,171.81846913007627,171.94998150137246,131.5123712961963,172.01115412302485,76.56724494410128,x,61.172621652389125,269.2522378926867,129.10650397722634,192.68499294858543
brs02,50,punt,174.54981670445957,174.99621452621452,'duration_word',174.6934556768444,174.8546513605442,161.19568369981607,174.78038422776518,174.9070625472411,126.67831947592845,174.97590883323028,86.92855092078844,x,68.8462859891672,282.4531563858841,121.25747268606801,195.52460546509565
brs02,51,orga,177.89443078085932,178.33640194415568,'duration_word',177.89443078085932,178.0790120937264,184.58131286706703,178.0131910068992,178.0790120937264,65.82108682718513,178.19803854875283,118.7602260398819,x,119.02645502644305,303.6077678935101,119.02645502644305,184.84754185362817
brs02,52,orga,180.559393757503,181.01624574829933,'duration_word',180.559393757503,180.73933214555663,179.93838805364248,180.68353877551021,180.73933214555663,55.79337004641616,180.85849512778083,124.14501800722633,x,119.16298222419641,299.1013702778389,119.16298222419641,174.95635227061257
brs02,53,orga,183.30267537122376,183.76748321550843,'duration_word',183.30267537122376,183.4931398076472,190.46443642344002,183.43110810310517,183.4931398076472,62.031704542022226,183.60923692709406,128.4327318814178,x,116.09711944686296,306.561555870303,116.09711944686296,178.1288239888852
brs02,54,vítt,186.07147927095366,186.43466202353957,'duration_word',186.13827198949755,186.26312240407714,124.85041457958346,186.2118905380334,186.32838170823885,116.49117020544963,186.4050079101408,73.6185485358476,x,76.62620190194502,266.73592064324225,141.8855060636588,193.11737210739466
brs02,55,vítt,188.7594800777454,189.13219274376416,'duration_word',188.8163502861462,188.9665069057926,150.1566196464239,188.89297519007602,188.99492733457018,101.95214449416312,189.08752712989957,76.6249039298259,x,92.59979532939155,271.1768437533806,121.02022410695668,194.55193982355468
brs02,56,vítt,191.52462509448222,191.8635185185185,'duration_word',191.58142644808217,191.7453522297808,163.92578169862304,191.64699433106577,191.7453522297808,98.35789871502243,191.83874683206616,65.56788298360061,x,93.39460228537177,257.3203839839948,93.39460228537177,191.7525010003942
brs02,57,vanta,194.10420351473923,194.53356511380923,'duration_word',194.1630881155881,194.3032180650038,140.12994941569445,194.22804407942039,194.34794475945944,119.90068003905208,194.4384902124115,64.95596383228985,x,90.54545295205685,275.4020968233988,135.27214740770432,210.44613299110893
brs02,58,vanta,196.7378236691502,197.1786966672634,'duration_word',196.79629837617372,196.89615205341394,99.85367724021899,196.85777907353418,196.98297538062843,125.19630709425655,197.0625449015585,61.480697360451586,x,79.56952093007885,266.246525384787,166.392848144568,204.7658280243354
brs02,59,vanta,199.48615142353236,199.94807845804988,'duration_word',199.54071762326862,199.67217278911562,131.4551658470009,199.61201522513767,199.74303339517624,131.01817003857263,199.82874742717598,71.29760186904832,x,85.7140319997427,288.02980390736366,156.57463806036276,216.73220203831534
brs02,60,punta,203.04247921390777,203.55933248983973,'duration_word',203.16836534613844,203.267994571566,99.62922542754882,203.2253847464912,203.36133106575963,135.94631926844158,203.43729301122156,57.01940035274333,x,75.96194546192692,268.92766508311183,169.29843965556302,211.9082647303685
brs02,61,punta,205.9527599611273,206.47211323985377,'duration_word',206.07415727021402,206.22309145880573,148.93418859170993,206.13883313142608,206.27521208483392,136.37895340784212,206.33907839326207,64.67586121206637,x,63.86630842814611,264.9211230480546,115.98693445634467,200.24526183598823
brs02,62,punta,208.9462520950409,209.45630731922398,'duration_word',209.082779749581,209.23320408163266,150.42433205167072,209.14488255532098,209.2577068111195,112.82425579852884,209.3224648526077,62.102805739982614,x,64.7580414882043,239.68510302671575,89.26077097504503,177.58229728673314
brs02,63,dögg,211.99282003710573,212.34360922146635,'duration_word',212.10687981859408,212.1945243024746,87.64448388052415,,,,212.3175321239607,87.64448388052415,x,123.00782148608391,210.65230536660806,123.00782148608391,3172.649568639713
brs02,64,dögg,214.76270327178491,215.14967828798186,'duration_word',214.86489847454132,214.95903779289492,94.1393183535979,,,,215.09115268329555,94.1393183535979,x,132.1148904006293,226.2542087542272,132.1148904006293,5946.270127974572
brs02,65,dögg,217.78230333158905,218.10560317460317,'duration_word',217.87001715216002,217.9695286686103,99.51151645029199,,,,218.06930587049635,99.51151645029199,x,99.77720188604167,199.28871833633366,99.77720188604167,8924.423315175374
brs02,66,kubb,220.70774808336034,221.10518464528667,'duration_word',220.85648979591835,220.9377616299045,81.27183398613624,,,,221.08814688838498,81.27183398613624,x,150.38525848049744,231.65709246663369,150.38525848049744,11943.264333064008
brs02,67,kubb,223.66257653061226,224.05479068550497,'duration_word',223.8010045351474,223.8855260770975,84.52154195009598,,,,224.03610355253213,84.52154195009598,x,150.57747543463051,235.0990173847265,150.57747543463051,14891.22099721115
brs02,68,kubb,226.79273998488284,227.178833819242,'duration_word',226.94162501735389,227.02194056569996,80.31554834607846,,,,227.17499015395632,80.31554834607846,x,153.0495882563514,233.36513660242986,153.0495882563514,18030.10759863534
brs02,69,þítt,230.50027036455606,230.90415208940718,'duration_word',230.61499780557386,230.76274598499194,147.74817941807328,230.69372120041433,230.78980528443262,96.08408401828683,230.87432939295937,78.7233948404662,x,84.5241085267503,259.3315873855033,111.58340796743005,180.60819254503713
brs02,70,þítt,233.35238321995465,233.7529746444032,'duration_word',233.46095499738357,233.58997967740555,129.02468002198475,233.53605631141343,233.6393042671614,103.24795574797463,233.73214957587973,75.1013140298653,x,92.8453087183243,271.19457849616424,142.1698984741795,196.09326446629893
brs02,71,þítt,236.3315160349854,236.74964440321583,'duration_word',236.4386502663081,236.5935843861354,154.93411982731686,236.52420687048766,236.5935843861354,69.3775156477443,236.68544379656626,85.55660417957256,x,91.85941043085677,246.79353025817363,91.85941043085677,161.23692607860107
brs02,72,gedda,239.5818276643991,240.04440098261526,'duration_word',239.67998542274051,239.77220826792257,92.22284518205015,,,,239.94470855297385,92.22284518205015,x,172.50028505128512,264.72313023333527,172.50028505128512,3420.50168248619
brs02,73,gedda,242.157234590806,242.63821157448484,'duration_word',242.26278835978835,242.35350603807413,90.71767828578459,,,,242.51782102964643,90.71767828578459,x,164.31499157229723,255.03266985808182,164.31499157229723,5993.6141591587675
brs02,74,gedda,244.78618291761148,245.25755881872823,'duration_word',244.88289439585358,244.9724603174603,89.56592160672017,,,,245.13134998026513,89.56592160672017,x,158.88966280482464,248.4555844115448,158.88966280482464,8607.143109777468
brs02,75,kempa,247.4505287569573,247.9303675663814,'duration_word',247.5680655436778,247.71955656336607,151.4910196882795,247.64550444221405,247.744052154195,98.54771198095591,247.8145163690476,77.43889853625774,x,70.46421485259202,246.45082536980567,94.95980568152618,169.01192683354793
brs02,76,kempa,250.01781179138322,250.490663567202,'duration_word',250.13226984126985,250.27454381752702,142.2739762571723,250.2064991181658,250.31890929705216,112.41017888636406,250.38623069578708,74.22927689594871,x,67.3213987349186,253.96085451723138,111.68687826005907,179.73157762128267
brs02,77,kempa,252.97799886621317,253.47522914428927,'duration_word',253.10258106575964,253.23633786848072,133.7568027210807,253.17510329655576,253.27453892668177,99.43563012600976,253.37700791427682,72.52223079612463,x,102.46898759504575,274.42684851718013,140.67004579609943,201.9046177210555
brs02,78,ýtt,255.8446718577238,256.1650680272109,'duration_word',255.8446718577238,255.9898662131519,145.1943554281172,255.9338164200388,256.0472609043618,113.44448432299714,256.1331995464853,89.14456231499912,x,85.93864212349445,288.5276887614907,143.3333333333735,199.3831264464916
brs02,79,ýtt,258.50275732204307,258.8160682791636,'duration_word',258.50275732204307,258.62995483439283,127.19751234976684,258.56043679618745,258.68327591251557,122.83911632812305,258.7769880301848,57.67947414437913,x,93.71211766921306,274.23070814171524,147.0331957919484,216.5512339973361
brs02,80,ýtt,261.2426715889608,261.5491078887696,'duration_word',261.2426715889608,261.3660201398114,123.34855085060781,261.29725529100534,261.4298707482993,132.61545729397994,261.4999283778552,54.58370204456742,x,70.05762955589034,257.2567888944377,133.9082380438299,202.6730868498703
brs02,81,dökk,264.0713860544218,264.51293238507526,'duration_word',264.19076031407593,264.36108919123205,170.32887715612333,264.26513920930694,264.41946771691136,154.32850760441852,264.48983817769533,74.37889523100694,x,70.3704607839768,299.07786361940225,128.74898646327892,224.69896838839531
brs02,82,dökk,266.68532146191814,267.11408541194254,'duration_word',266.781114260519,266.95437844185295,173.26418133393418,266.86549613830493,266.9958106575964,130.31451929145987,267.0863209516611,84.38187778591555,x,90.51029406469979,305.2066911420752,131.94250980814104,220.82481335615967
brs02,83,dökk,269.2495794681509,269.6977173091459,'duration_word',269.35518270165215,269.522873713588,167.6910119358581,269.44289367598896,269.57604761904764,133.15394305868722,269.68115730242715,87.71097433680097,x,105.10968337950999,325.9746007749982,158.28358883914007,238.2636264381972
brs02,84,kopp,273.455537414966,273.90382993197284,'duration_word',273.60304380288704,273.7548051566306,151.76135374355226,273.6930008777705,273.79016206482595,97.1611870554625,273.8928278674654,89.95707488344351,x,102.66580263947844,289.78406457838446,138.0227108348322,199.82698969494095
brs02,85,kopp,275.88644800777456,276.33044109707373,'duration_word',276.03288650502935,276.18652664399093,153.64013896157758,276.1132578555232,276.2259915481344,112.7336926111866,276.31084072012646,80.37135049386279,x,84.84917199206166,277.95421509711105,124.31407613553347,197.58286460324825
brs02,86,kopp,278.15639779721414,278.5928911564626,'duration_word',278.29353147608253,278.4234224615773,129.89098549473965,278.3744350662076,278.5075396825397,133.1046163321048,278.5809295718288,80.90359012504678,x,73.3898892891034,287.39809574625497,157.50711025151531,206.4945056212082
brs02,87,kagga,280.9668619299572,281.4798449829436,'duration_word',281.1041257406189,281.1880257573115,83.90001669260982,,,,281.3308201058201,83.90001669260982,x,142.79434850863026,226.6943652012401,142.79434850863026,2956.3850396125417
brs02,88,kagga,283.46987528344675,283.96436293436295,'duration_word',283.59886776932996,283.6817218641843,82.85409485432638,,,,283.8278231292517,82.85409485432638,x,146.10126506744336,228.95535992176974,146.10126506744336,5453.3880630441445
brs02,89,kagga,286.09583093978335,286.6032216459328,'duration_word',286.2266780045352,286.3166135722582,89.93556772298916,,,,286.4518934240363,89.93556772298916,x,135.27985177813662,225.21541950112578,135.27985177813662,8077.458357828732
brs02,90,sets,291.7852902943356,292.4475774754346,'duration_word',291.9352612473561,292.04722359650935,111.96234915325931,,,,292.1700488400488,111.96234915325931,x,122.82524353946656,234.78759269272587,122.82524353946656,13795.61377384124
brs02,91,sets,294.4657092466617,295.03051146384485,'duration_word',294.63688325905076,294.73940816326535,102.52490421459015,,,,294.809625278683,102.52490421459015,x,70.21711541761988,172.74201963221003,70.21711541761988,16435.19021247539
brs02,92,ydd,297.21866539836276,297.5244943310658,'duration_word',297.21866539836276,297.32641508855795,107.74969019519176,,,,297.49382440476194,107.74969019519176,x,167.4093162039867,275.15900639917845,167.4093162039867,19119.389338554356
brs02,93,ydd,302.02480617643886,302.3105631141346,'duration_word',302.02480617643886,302.1116417786627,86.83560222385722,,,,302.2804228467343,86.83560222385722,x,168.78106807160975,255.61667029546697,168.78106807160975,23905.987780526742
brs02,94,takka,304.5175642479214,305.0686881419235,'duration_word',304.6696176046176,304.8092839308008,139.66632618320318,304.7469818253116,304.83989915264357,92.91732733197478,304.93259997120543,77.36422069399396,x,92.70081856186607,262.9823665878348,123.31604040463162,185.61814589384085
brs02,95,takka,306.8915414965987,307.3955598185941,'duration_word',307.02123582766444,307.1245438688296,103.30804116517811,307.0894273676549,307.2154955068447,126.06813918984017,307.29716326530615,68.19153999043692,x,81.66775846143537,275.92743764171246,172.61939647653435,207.73589765127554
brs02,96,takka,309.48257369614515,310.0100419501134,'duration_word',309.61082235731175,309.74853470741533,137.71235010358396,309.69324610733184,309.79877425044094,105.52814310909753,309.87736725245657,82.42375002009794,x,78.59300201562291,266.5448951448184,128.83254504123443,184.12114512472044
brs02,97,hefna,312.6991821617536,313.20372907393414,'duration_word',312.7890443436634,312.85403754094233,64.99319727890907,,,,313.02295666414716,64.99319727890907,x,168.91912320483016,233.91232048373922,168.91912320483016,3329.7105568153142
brs02,98,hefna,315.2756795797199,315.76437272583456,'duration_word',315.36385871339456,315.42319696397084,59.33825057627473,,,,315.57779818594105,59.33825057627473,x,154.60122197021064,213.93947254648538,154.60122197021064,5884.552078609204
brs02,99,hefna,318.0312191192267,318.5236633298306,'duration_word',318.1339806225521,318.20111796107335,67.13733852126325,,,,318.3383786848073,67.13733852126325,x,137.26072373395937,204.3980622552226,137.26072373395937,8645.132577475466
brs02,100,ótt,323.48765743724397,323.8165924846129,'duration_word',323.48765743724397,323.63952415309564,151.86671585166778,323.59120748299324,323.69181179138326,100.6043083900181,323.7727558725756,103.55004574927307,x,80.94408119234231,285.0984353316335,133.2317194799657,181.54838958236041
brs02,101,ótt,325.88972116465635,326.2324971655329,'duration_word',325.88972116465635,326.0791379310345,189.41676637814453,326.0133568665562,326.12645223306714,113.09536651094731,326.2173705593349,123.6357018998433,x,90.91832626774021,327.6493946785308,138.2326283003863,204.01369277868753
brs02,102,kembdi,328.47171827351633,328.98227144191014,'duration_word',328.5911816835578,328.8359637188209,244.78203526308562,328.6679624819625,328.8359637188209,168.00123685840163,328.86353282417264,76.78079840468399,x,27.569105351744838,272.35114061483046,27.569105351744838,195.57034221014646
brs02,103,kembdi,330.7953973183477,331.29888510959944,'duration_word',330.9066086815679,331.13339002267577,226.7813411078805,330.98417203244935,331.13339002267577,149.21799022641835,331.18554890219565,77.56335088146216,x,52.15887951987952,278.94022062776,52.15887951987952,201.37686974629787
brs02,104,kembdi,333.285672957355,333.78818436006543,'duration_word',333.40635147392294,333.64908163265306,242.73015873012582,333.48701016670407,333.64908163265306,162.07146594899768,333.6736562049062,80.65869278112814,x,24.574572253129645,267.30473098325547,24.574572253129645,186.64603820212733
brs02,105,gogg,336.1184693877551,336.4871930677033,'duration_word',336.23832799786584,336.3478106383797,109.48264051387468,,,,336.4698904006047,109.48264051387468,x,122.07976222498473,231.56240273885942,122.07976222498473,2982.88023390063
brs02,106,gogg,338.5915001172883,338.9705528878218,'duration_word',338.69982615268333,338.8142510528021,114.42490011876316,,,,338.95773103393407,114.42490011876316,x,143.4799811319749,257.9048812507381,143.4799811319749,5470.72086723
brs02,107,gogg,341.18799552299555,341.60031746031746,'duration_word',341.3157876834945,341.42306949806954,107.28181457506025,,,,341.56584886128365,107.28181457506025,x,142.77936321411744,250.0611777891777,142.77936321411744,8078.838694579588
brs02,108,kembt,344.62345351473925,345.07797939465644,'duration_word',344.75152376673947,344.9290674603175,177.543693578059,344.8226911240687,344.97364530758546,150.9541835167738,345.0361813398499,71.16735732921597,x,62.53603226446103,284.6575731104508,107.11387953239182,213.49021578123484
brs02,109,kembt,347.2979011604642,347.7634867724868,'duration_word',347.42303279260426,347.6316666666667,208.63387406245693,347.51097274898166,347.6316666666667,120.69391768505966,347.707455190144,87.93995637739727,x,75.78852347728571,284.42239753974263,75.78852347728571,196.48244116234537
brs02,110,kembt,349.9363848996389,350.38214285714287,'duration_word',350.0667015524159,350.2602731395589,193.5715871429693,350.1427607374311,350.2602731395589,117.51240212777248,350.35983435650684,76.05918501519682,x,99.56121694796138,293.1328040909307,99.56121694796138,217.07361907573386
